Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak,faktor
Vidhaugen 25L,46/567/0/14,3692000,70,320000,2264400,1.8,4075,Ingen,1.0
Vidhaugen 25K,46/567/0/15,3939000,70,320000,2437300,1.8,4387,Ingen,1.0
Vidhaugen 25K,46/567/0/16,3592000,70,320000,2194400,1.8,3949,Ingen,1.0
Sveabakken 16,46/568/0/0,8805000,70,320000,5843500,1.8,10518,Ingen,1.0
Sveabakken 18,46/569/0/0,7172000,70,320000,4700400,1.8,8460,Ingen,1.0
Smiskaret 1C,46/571/0/0,5190000,70,320000,3313000,1.8,5963,Ingen,1.0
Smiskaret 1A,46/572/0/0,12595000,70,640000,8176500,1.8,14717,Ingen,2.0
Øvre Sveberglia 14,46/574/0/0,7846000,70,320000,5172200,1.8,9309,Ingen,1.0
Øvre Sveberglia 16,46/575/0/0,6838000,70,320000,4466600,1.8,8039,Ingen,1.0
Øvre Sveberglia 18,46/576/0/0,6258000,70,320000,4060600,1.8,7309,Ingen,1.0
Øvre Sveberglia 20,46/577/0/0,8073000,70,320000,5331100,1.8,9595,Ingen,1.0
Øvre Sveberglia 22,46/578/0/0,7960000,70,320000,5252000,1.8,9453,Ingen,1.0
Øvre Sveberglia 24,46/579/0/0,6456000,70,320000,4199200,1.8,7558,Ingen,1.0
Øvre Sveberglia 26,46/580/0/0,6258000,70,320000,4060600,1.8,7309,Ingen,1.0
Sveberglia 6,46/581/0/0,9006000,70,640000,5664200,1.8,10195,Ingen,2.0
Sveberglia 4,46/582/0/0,11503000,70,640000,7412100,1.8,13341,Ingen,2.0
Sveberglia 2,46/583/0/0,11535000,70,320000,7754500,1.8,13958,Ingen,1.0
Vidhaugen 2,46/584/0/0,6180000,70,320000,4006000,1.8,7210,Ingen,1.0
Vidhaugen 4,46/585/0/0,6161000,70,320000,3992700,1.8,7186,Ingen,1.0
Vidhaugen 6,46/586/0/0,6365000,70,640000,3815500,1.8,6867,Ingen,2.0
Vidhaugen 12,46/587/0/1,4471000,70,320000,2809700,1.8,5057,Ingen,1.0
Vidhaugen 14,46/587/0/2,4942000,70,320000,3139400,1.8,5650,Ingen,1.0
Vidhaugen 10,46/587/0/3,6032000,70,320000,3902400,1.8,7024,Ingen,1.0
Vidhaugen 8,46/587/0/4,6992000,70,320000,4574400,1.8,8233,Ingen,1.0
Sveabakken 1,46/589/0/0,12692000,70,640000,8244400,1.8,14839,Ingen,2.0
Sveabakken 3,46/590/0/0,10494000,70,320000,7025800,1.8,12646,Ingen,1.0
Sveabakken 5,46/591/0/0,11439000,70,640000,7367300,1.8,13261,Ingen,2.0
Sveabakken 7,46/592/0/0,9719000,70,640000,6163300,1.8,11093,Ingen,2.0
Sveabakken 9,46/594/0/0,9197000,70,320000,6117900,1.8,11012,Ingen,1.0
Sveabakken 27,46/595/0/0,6420000,70,320000,4174000,1.8,7513,Ingen,1.0
Sveabakken 8,46/596/0/0,9890000,70,320000,6603000,1.8,11885,Ingen,1.0
Sveabakken 10,46/597/0/0,8259000,70,320000,5461300,1.8,9830,Ingen,1.0
Sveabakken 12,46/598/0/0,8841000,70,320000,5868700,1.8,10563,Ingen,1.0
Sveabakken 14,46/599/0/0,6365000,70,320000,4135500,1.8,7443,Ingen,1.0
Vidhaugen 16,46/600/0/0,6085000,70,320000,3939500,1.8,7091,Ingen,1.0
Vidhaugen 18,46/601/0/0,8296000,70,320000,5487200,1.8,9876,Ingen,1.0
Vidhaugen 20,46/602/0/0,6085000,70,320000,3939500,1.8,7091,Ingen,1.0
Vidhaugen 22,46/603/0/0,6085000,70,320000,3939500,1.8,7091,Ingen,1.0
Vidhaugen 24,46/604/0/0,6085000,70,320000,3939500,1.8,7091,Ingen,1.0
Vidhaugen 26,46/605/0/0,5988000,70,320000,3871600,1.8,6968,Ingen,1.0
Vidhaugen 28,46/606/0/0,5988000,70,320000,3871600,1.8,6968,Ingen,1.0
Vidhaugen 30,46/607/0/0,5969000,70,320000,3858300,1.8,6944,Ingen,1.0
Vidhaugen 32,46/608/0/0,5988000,70,320000,3871600,1.8,6968,Ingen,1.0
Vidhaugen 34,46/609/0/0,6085000,70,320000,3939500,1.8,7091,Ingen,1.0
Sveabakken 26,46/610/0/0,8296000,70,320000,5487200,1.8,9876,Ingen,1.0
Sveabakken 24,46/611/0/0,8333000,70,320000,5513100,1.8,9923,Ingen,1.0
Sveabakken 22,46/612/0/0,7172000,70,320000,4700400,1.8,8460,Ingen,1.0
Sveabakken 20,46/613/0/0,8479000,70,320000,5615300,1.8,10107,Ingen,1.0
Sveberglia 1,46/617/0/0,3974000,70,320000,2461800,1.8,4431,Ingen,1.0
Sveberglia 3,46/618/0/0,4617000,70,320000,2911900,1.8,5241,Ingen,1.0
Sveberglia 9,46/619/0/1,3841000,70,320000,2368700,1.8,4263,Ingen,1.0
Sveberglia 5,46/619/0/2,3841000,70,320000,2368700,1.8,4263,Ingen,1.0
Sveberglia 7,46/619/0/3,3450000,70,320000,2095000,1.8,3771,Ingen,1.0
Sveberglia 7,46/619/0/4,3549000,70,320000,2164300,1.8,3895,Ingen,1.0
Sveberglia 15,46/621/0/1,3841000,70,320000,2368700,1.8,4263,Ingen,1.0
Sveberglia 11,46/621/0/2,3841000,70,320000,2368700,1.8,4263,Ingen,1.0
Sveberglia 13,46/621/0/3,3841000,70,320000,2368700,1.8,4263,Ingen,1.0
Sveberglia 13,46/621/0/4,3841000,70,320000,2368700,1.8,4263,Ingen,1.0
Sveberglia 17,46/622/0/0,5876000,70,320000,3793200,1.8,6827,Ingen,1.0
Sveberglia 19,46/623/0/0,6132000,70,320000,3972400,1.8,7150,Ingen,1.0
Sveberglia 21,46/624/0/0,5876000,70,320000,3793200,1.8,6827,Ingen,1.0
Sveberglia 23,46/625/0/0,5876000,70,320000,3793200,1.8,6827,Ingen,1.0
Sveberglia 25,46/626/0/0,5006000,70,320000,3184200,1.8,5731,Ingen,1.0
Sveberglia 27,46/627/0/0,6174000,70,320000,4001800,1.8,7203,Ingen,1.0
Stavlia 1,46/630/0/0,6161000,70,320000,3992700,1.8,7186,Ingen,1.0
Stavlia 3,46/631/0/0,5969000,70,320000,3858300,1.8,6944,Ingen,1.0
Stavlia 5,46/632/0/0,6180000,70,320000,4006000,1.8,7210,Ingen,1.0
Stavlia 7,46/633/0/0,6161000,70,320000,3992700,1.8,7186,Ingen,1.0
Stavlia 9,46/634/0/0,5969000,70,320000,3858300,1.8,6944,Ingen,1.0
Stavlia 11,46/635/0/0,5969000,70,320000,3858300,1.8,6944,Ingen,1.0
Stavlia 13,46/636/0/0,5969000,70,320000,3858300,1.8,6944,Ingen,1.0
Stavlia 15,46/637/0/0,5988000,70,320000,3871600,1.8,6968,Ingen,1.0
Stavlia 17,46/638/0/0,5988000,70,320000,3871600,1.8,6968,Ingen,1.0
Stavlia 19,46/639/0/0,6161000,70,320000,3992700,1.8,7186,Ingen,1.0
Stavlia 21,46/640/0/0,5988000,70,320000,3871600,1.8,6968,Ingen,1.0
Stavlia 23,46/641/0/0,5988000,70,320000,3871600,1.8,6968,Ingen,1.0
Stavlia 25,46/642/0/0,8110000,70,320000,5357000,1.8,9642,Ingen,1.0
Stavlia 27,46/643/0/0,6161000,70,320000,3992700,1.8,7186,Ingen,1.0
Stavlia 2,46/644/0/0,6158000,70,320000,3990600,1.8,7183,Ingen,1.0
Stavlia 4,46/645/0/0,5988000,70,320000,3871600,1.8,6968,Ingen,1.0
Stavlia 6,46/646/0/0,5790000,70,320000,3733000,1.8,6719,Ingen,1.0
Stavlia 8,46/647/0/0,6123000,70,320000,3966100,1.8,7138,Ingen,1.0
Stavlia 10,46/648/0/0,5055000,70,320000,3218500,1.8,5793,Ingen,1.0
Stavlia 12,46/649/0/0,5478000,70,320000,3514600,1.8,6326,Ingen,1.0
Stavlia 14,46/650/0/0,5478000,70,320000,3514600,1.8,6326,Ingen,1.0
Stavlia 16,46/651/0/0,5457000,70,320000,3499900,1.8,6299,Ingen,1.0
Stavlia 18,46/652/0/0,5478000,70,320000,3514600,1.8,6326,Ingen,1.0
Stavlia 20,46/653/0/0,5478000,70,320000,3514600,1.8,6326,Ingen,1.0
Stavlia 22,46/654/0/0,5478000,70,320000,3514600,1.8,6326,Ingen,1.0
Stavlia 24,46/655/0/0,5478000,70,320000,3514600,1.8,6326,Ingen,1.0
Grønbergssvingen 78,46/657/0/0,8185000,70,320000,5409500,1.8,9737,Ingen,1.0
Grønbergssvingen 76,46/659/0/0,12411000,70,320000,8367700,1.8,15061,Ingen,1.0
Grønbergssvingen 74,46/660/0/0,12164000,70,640000,7874800,1.8,14174,Ingen,2.0
Grønbergssvingen 72,46/661/0/0,9684000,70,320000,6458800,1.8,11625,Ingen,1.0
Grønbergssvingen 68,46/662/0/0,6890000,70,640000,4183000,1.8,7529,Ingen,2.0
Grønbergssvingen 70,46/663/0/0,11471000,70,320000,7709700,1.8,13877,Ingen,1.0
Grønbergssvingen 66A,46/664/0/1,5668000,70,320000,3647600,1.8,6565,Ingen,1.0
Grønbergssvingen 66B,46/664/0/2,5478000,70,320000,3514600,1.8,6326,Ingen,1.0
Grønbergssvingen 64A,46/665/0/0,11535000,70,640000,7434500,1.8,13382,Ingen,2.0
Grønbergssvingen 62,46/666/0/0,11535000,70,640000,7434500,1.8,13382,Ingen,2.0
Rotamarka 2,46/668/0/1,7283000,70,320000,4778100,1.8,8600,Ingen,1.0
Rotamarka 4,46/668/0/2,4864000,70,320000,3084800,1.8,5552,Ingen,1.0
Rotamarka 6,46/668/0/3,7235000,70,320000,4744500,1.8,8540,Ingen,1.0
Rotamarka 8,46/668/0/4,7122000,70,320000,4665400,1.8,8397,Ingen,1.0
Grønbergssvingen 101A,46/673/0/0,14404000,70,640000,9442800,1.8,16997,Ingen,2.0
Grønbergssvingen 95,46/677/0/0,8949000,70,320000,5944300,1.8,10699,Ingen,1.0
Grønbergssvingen 87,46/679/0/0,8909000,70,320000,5916300,1.8,10649,Ingen,1.0
Grønbergssvingen 85,46/680/0/0,11851000,70,640000,7655700,1.8,13780,Ingen,2.0
Grønbergssvingen 83,46/681/0/0,11535000,70,640000,7434500,1.8,13382,Ingen,2.0
Grønbergssvingen 81,46/682/0/0,11215000,70,640000,7210500,1.8,12978,Ingen,2.0
Grønbergssvingen 79,46/683/0/0,10628000,70,320000,7119600,1.8,12815,Ingen,1.0
Grønbergssvingen 77,46/684/0/0,9162000,70,640000,5773400,1.8,10392,Ingen,2.0
Grønbergssvingen 75,46/685/0/0,9372000,70,320000,6240400,1.8,11232,Ingen,1.0
Grønbergssvingen 73,46/686/0/0,11535000,70,640000,7434500,1.8,13382,Ingen,2.0
Grønbergssvingen 71,46/688/0/0,8661000,70,320000,5742700,1.8,10336,Ingen,1.0
Grønbergssvingen 69,46/689/0/0,8222000,70,320000,5435400,1.8,9783,Ingen,1.0
Grønbergssvingen 67,46/690/0/0,8239000,70,320000,5447300,1.8,9805,Ingen,1.0
Grønbergssvingen 65,46/691/0/0,8110000,70,320000,5357000,1.8,9642,Ingen,1.0
Grønbergssvingen 63,46/692/0/0,3895000,70,320000,2406500,1.8,4331,Ingen,1.0
Grønbergssvingen 61,46/693/0/0,8479000,70,320000,5615300,1.8,10107,Ingen,1.0
Grønbergssvingen 59,46/694/0/0,6907000,70,320000,4514900,1.8,8126,Ingen,1.0
Grønbergssvingen 57,46/695/0/0,10161000,70,320000,6792700,1.8,12226,Ingen,1.0
Grønbergssvingen 55,46/696/0/0,9787000,70,320000,6530900,1.8,11755,Ingen,1.0
Grønbergssvingen 53,46/697/0/0,7847000,70,320000,5172900,1.8,9311,Ingen,1.0
Grønbergssvingen 51,46/698/0/0,8769000,70,320000,5818300,1.8,10472,Ingen,1.0
Grønbergssvingen 89,46/699/0/0,10890000,70,320000,7303000,1.8,13145,Ingen,1.0
Grønbergssvingen 91,46/700/0/0,8769000,70,320000,5818300,1.8,10472,Ingen,1.0
