Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak
Raudåsflata 17H,48/386/0/19,512 000,100%,0 512 000,4‰,2 048,Ingen,
Raudåsflata 17I,48/386/0/20,512 000,100%,0 512 000,4‰,2 048,Ingen,
Raudåsflata 17J,48/386/0/21,512 000,100%,0 512 000,4‰,2 048,Ingen,
Raudåsflata 17K,48/386/0/22,1 024 000,100%,0 1 024 000,4‰,4 096,Ingen,
Raudåsflata 11A,48/387/0/1,958 000,100%,0 958 000,4‰,3 832,Ingen,
Raudåsflata 11B,48/387/0/2,479 000,100%,0 479 000,4‰,1 916,Ingen,
Raudåsflata 11C,48/387/0/3,479 000,100%,0 479 000,4‰,1 916,Ingen,
Raudåsflata 11D,48/387/0/4,479 000,100%,0 479 000,4‰,1 916,Ingen,
Raudåsflata 11E,48/387/0/5,479 000,100%,0 479 000,4‰,1 916,Ingen,
Raudåsflata 11F,48/387/0/6,479 000,100%,0 479 000,4‰,1 916,Ingen,
Raudåsflata 11G,48/387/0/7,479 000,100%,0 479 000,4‰,1 916,Ingen,
Raudåsflata 11H,48/387/0/8,958 000,100%,0 958 000,4‰,3 832,Ingen,
Raudåsflata 11I,48/387/0/9,958 000,100%,0 958 000,4‰,3 832,Ingen,
Raudåsflata 11J,48/387/0/10,479 000,100%,0 479 000,4‰,1 916,Ingen,
Raudåsflata 11K,48/387/0/11,479 000,100%,0 479 000,4‰,1 916,Ingen,
Raudåsflata 11L,48/387/0/12,479 000,100%,0 479 000,4‰,1 916,Ingen,
Raudåsflata 11M,48/387/0/13,479 000,100%,0 479 000,4‰,1 916,Ingen,
Raudåsflata 11N,48/387/0/14,479 000,100%,0 479 000,4‰,1 916,Ingen,
Raudåsflata 11O,48/387/0/15,479 000,100%,0 479 000,4‰,1 916,Ingen,
Raudåsflata 11P,48/387/0/16,958 000,100%,0 958 000,4‰,3 832,Ingen,
Raudåsflata 7,48/388/0/0,8 628 000,100%,0 8 628 000,4‰,34 512,Ingen,
Brattalia 0,48/393/0/0,3 644 000,70%,200 000 2 350 800,"1,9‰",4 466,Ingen,
Hommelvik 0,49/1/0/0,1 616 000,70%,200 000 931 200,"1,9‰",1 769,,
Malvikvegen 1285,49/1/3/0,2 710 000,70%,400 000 1 497 000,"1,9‰",2 844,Ingen,
Johan Nygaardsvolds Gate 39,49/2/7/0,3 265 000,70%,200 000 2 085 500,"1,9‰",3 962,Ingen,
Malvikvegen 1305,49/3/0/0,5 293 000,70%,400 000 3 305 100,"1,9‰",6 279,Ingen,
Malvikvegen 1307,49/10/0/0,4 035 000,70%,200 000 2 624 500,"1,9‰",4 986,Ingen,
Modalen 2,49/11/0/0,2 658 000,70%,200 000 1 660 600,"1,9‰",3 155,Ingen,
Movegen 7,49/14/0/0,4 408 000,70%,200 000 2 885 600,"1,9‰",5 482,Ingen,
Havnevegen 313,49/15/0/0,17 401 000,100%,0 17 401 000,4‰,69 604,Ingen,
Markens Veg 1,49/16/0/0,4 111 000,70%,200 000 2 677 700,"1,9‰",5 087,Ingen,
Malvikvegen 1222,49/18/0/0,4 791 000,70%,200 000 3 153 700,"1,9‰",5 992,Ingen,
Malvikvegen 1293,49/19/0/0,7 121 000,70%,200 000 4 784 700,"1,9‰",9 090,Ingen,
Gammelløfta 4,49/22/0/0,2 988 000,70%,200 000 1 891 600,"1,9‰",3 594,Ingen,
Selbuvegen 11,49/24/0/0,3 682 000,70%,200 000 2 377 400,"1,9‰",4 517,Ingen,
Gammelløfta 2,49/25/0/0,3 778 000,70%,200 000 2 444 600,"1,9‰",4 644,Ingen,
Selbuvegen 5,49/26/0/0,3 804 000,70%,200 000 2 462 800,"1,9‰",4 679,Ingen,
Selbuvegen 7,49/27/0/0,2 591 000,70%,200 000 1 613 700,"1,9‰",3 066,Ingen,
Movegen 1,49/28/0/0,5 093 000,70%,200 000 3 365 100,"1,9‰",6 393,Ingen,
Gammelløfta 9,49/30/0/0,3 431 000,70%,200 000 2 201 700,"1,9‰",4 183,Ingen,
Malvikvegen 1281,49/33/0/0,5 001 000,70%,200 000 3 300 700,"1,9‰",6 271,Ingen,
Hesttrøa 4,49/34/0/0,5 890 000,70%,400 000 3 723 000,"1,9‰",7 073,Ingen,
Malvikvegen 1220,49/35/0/0,3 725 000,70%,200 000 2 407 500,"1,9‰",4 574,Ingen,
Selbuvegen 13,49/36/0/0,3 933 000,70%,200 000 2 553 100,"1,9‰",4 850,Ingen,
Movegen 2,49/37/0/0,3 712 000,70%,200 000 2 398 400,"1,9‰",4 556,Ingen,
Selbuvegen 2,49/39/0/0,4 433 000,70%,200 000 2 903 100,"1,9‰",5 515,Ingen,
Selbuvegen 4,49/40/0/0,4 010 000,70%,200 000 2 607 000,"1,9‰",4 953,Ingen,
Selbuvegen 29,49/41/0/0,3 984 000,70%,200 000 2 588 800,"1,9‰",4 918,Ingen,
Reidar Jenssens Gate 5,49/42/0/0,6 187 000,70%,200 000 4 130 900,"1,9‰",7 848,Ingen,
Selbuvegen 25,49/44/0/0,4 673 000,70%,200 000 3 071 100,"1,9‰",5 835,Ingen,
Gammelløfta 19,49/45/0/0,5 652 000,70%,200 000 3 756 400,"1,9‰",7 137,Ingen,
Malvikvegen 1303,49/46/0/0,4 040 000,70%,200 000 2 628 000,"1,9‰",4 993,Ingen,
Movegen 3A,49/48/0/0,5 070 000,70%,200 000 3 349 000,"1,9‰",6 363,Ingen,
Movegen 5,49/50/0/0,6 018 000,70%,400 000 3 812 600,"1,9‰",7 243,Ingen,
Stubbvegen 1,49/55/0/0,6 722 000,70%,200 000 4 505 400,"1,9‰",8 560,Ingen,
Millers Veg 4,49/56/0/0,4 853 000,70%,400 000 2 997 100,"1,9‰",5 694,Ingen,
Stubbvegen 3,49/57/0/0,4 086 000,70%,200 000 2 660 200,"1,9‰",5 054,Ingen,
Motrøvegen 3A,49/58/0/0,3 795 000,70%,200 000 2 456 500,"1,9‰",4 667,Ingen,
Millers Veg 10,49/61/0/0,5 364 000,70%,200 000 3 554 800,"1,9‰",6 754,Ingen,
Hesttrøa 8,49/62/0/0,4 768 000,70%,200 000 3 137 600,"1,9‰",5 961,Ingen,
Motrøvegen 2,49/63/0/0,3 932 000,70%,200 000 2 552 400,"1,9‰",4 849,Ingen,
Maivegen 8,49/64/0/0,4 791 000,70%,200 000 3 153 700,"1,9‰",5 992,Ingen,
Maivegen 9,49/65/0/0,5 297 000,70%,400 000 3 307 900,"1,9‰",6 285,Ingen,
Movegen 3B,49/67/0/0,4 286 000,70%,200 000 2 800 200,"1,9‰",5 320,Ingen,
Reidar Jenssens Gate 3,49/69/0/0,4 310 000,70%,200 000 2 817 000,"1,9‰",5 352,Ingen,
Maivegen 11,49/70/0/0,4 289 000,70%,200 000 2 802 300,"1,9‰",5 324,Ingen,
Reidar Jenssens Gate 1,49/72/0/0,3 999 000,70%,400 000 2 399 300,"1,9‰",4 558,Ingen,
Reidar Jenssens Gate 2B,49/73/0/1,3 502 000,70%,200 000 2 251 400,"1,9‰",4 277,Ingen,
Reidar Jenssens Gate 2A,49/73/0/2,3 330 000,70%,200 000 2 131 000,"1,9‰",4 048,Ingen,
Stubbvegen 2,49/74/0/0,5 673 000,70%,200 000 3 771 100,"1,9‰",7 165,Ingen,
Millers Veg 12,49/75/0/0,5 047 000,70%,200 000 3 332 900,"1,9‰",6 332,Ingen,
Maivegen 13,49/76/0/0,5 673 000,70%,200 000 3 771 100,"1,9‰",7 165,Ingen,
Movegen 8,49/77/0/0,5 630 000,70%,200 000 3 741 000,"1,9‰",7 107,Ingen,
Hesttrøa 6,49/82/0/0,5 229 000,70%,200 000 3 460 300,"1,9‰",6 574,Ingen,
Millers Veg 5,49/85/0/0,4 166 000,70%,200 000 2 716 200,"1,9‰",5 160,Ingen,
Gammelløfta 15,49/89/0/0,3 672 000,70%,200 000 2 370 400,"1,9‰",4 503,Ingen,
Malvikvegen 1291,49/90/0/0,4 310 000,70%,200 000 2 817 000,"1,9‰",5 352,Ingen,
Selbuvegen 18,49/91/0/0,4 578 000,70%,200 000 3 004 600,"1,9‰",5 708,Ingen,
Millers Veg 18,49/94/0/0,4 142 000,70%,400 000 2 499 400,"1,9‰",4 748,Ingen,
Maivegen 15,49/95/0/0,5 804 000,70%,200 000 3 862 800,"1,9‰",7 339,Ingen,
Gammelløfta 13,49/97/0/0,3 376 000,70%,200 000 2 163 200,"1,9‰",4 110,Ingen,
Selbuvegen 10A,49/98/0/0,4 980 000,70%,400 000 3 086 000,"1,9‰",5 863,Ingen,
Hesttrøa 2,49/99/0/0,5 252 000,70%,200 000 3 476 400,"1,9‰",6 605,Ingen,
Malvikvegen 1231,49/100/0/0,4 649 000,70%,200 000 3 054 300,"1,9‰",5 803,Ingen,
Malvikvegen 1289,49/101/0/0,4 359 000,70%,200 000 2 851 300,"1,9‰",5 417,Ingen,
Øvermo 1 0,49/102/0/0,68 000,100%,0 68 000,"1,9‰",129,Ingen,
Movegen 4,49/103/0/0,4 384 000,70%,200 000 2 868 800,"1,9‰",5 450,Ingen,
Maivegen 3,49/104/0/0,3 778 000,70%,200 000 2 444 600,"1,9‰",4 644,Ingen,
Maivegen 2,49/105/0/0,6 333 000,70%,200 000 4 233 100,"1,9‰",8 042,Ingen,
Millers Veg 1A,49/106/0/0,3 237 000,70%,200 000 2 065 900,"1,9‰",3 925,Ingen,
Millers Veg 6,49/107/0/0,4 028 000,70%,200 000 2 619 600,"1,9‰",4 977,Ingen,
Maivegen 4,49/111/0/0,4 602 000,70%,200 000 3 021 400,"1,9‰",5 740,Ingen,
Millers Veg 1B,49/113/0/0,4 286 000,70%,200 000 2 800 200,"1,9‰",5 320,Ingen,
Motrøvegen 9,49/116/0/0,3 778 000,70%,200 000 2 444 600,"1,9‰",4 644,Ingen,
Selbuvegen 27,49/118/0/0,4 794 000,70%,400 000 2 955 800,"1,9‰",5 616,Ingen,
Selbuvegen 24,49/120/0/0,3 619 000,70%,200 000 2 333 300,"1,9‰",4 433,Ingen,
Millers Veg 14,49/121/0/0,6 396 000,70%,200 000 4 277 200,"1,9‰",8 126,Ingen,
Motrøvegen 7,49/122/0/0,7 259 000,70%,400 000 4 681 300,"1,9‰",8 894,Ingen,
Stubbvegen 5,49/128/0/0,2 922 000,70%,200 000 1 845 400,"1,9‰",3 506,Ingen,
Gammelløfta 17,49/129/0/0,4 720 000,70%,200 000 3 104 000,"1,9‰",5 897,Ingen,
Selbuvegen 20,49/131/0/0,3 907 000,70%,200 000 2 534 900,"1,9‰",4 816,Ingen,
Millers Veg 16,49/132/0/0,3 800 000,70%,200 000 2 460 000,"1,9‰",4 674,Ingen,
Selbuvegen 32B,49/133/0/0,4 932 000,70%,200 000 3 252 400,"1,9‰",6 179,Ingen,
Maivegen 5,49/135/0/0,5 520 000,70%,200 000 3 664 000,"1,9‰",6 961,Ingen,
Nyheim B 0,49/136/0/0,260 000,100%,0 260 000,"1,9‰",494,Ingen,
Selbuvegen 26B,49/138/0/0,4 086 000,70%,200 000 2 660 200,"1,9‰",5 054,Ingen,
Selbuvegen 61,49/139/0/0,3 566 000,70%,200 000 2 296 200,"1,9‰",4 362,Ingen,
Selbuvegen 67,49/140/0/0,3 778 000,70%,200 000 2 444 600,"1,9‰",4 644,Ingen,
Selbuvegen 46,49/142/0/0,5 804 000,70%,200 000 3 862 800,"1,9‰",7 339,Ingen,
Malvikvegen 1287,49/143/0/1,3 362 000,70%,200 000 2 153 400,"1,9‰",4 091,Ingen,
Malvikvegen 1287,49/143/0/2,3 129 000,70%,200 000 1 990 300,"1,9‰",3 781,Ingen,
Selbuvegen 33,49/145/0/0,3 646 000,70%,200 000 2 352 200,"1,9‰",4 469,Ingen,
Selbuvegen 58,49/148/0/0,5 273 000,70%,200 000 3 491 100,"1,9‰",6 633,Ingen,
Millers Veg 25,49/149/0/0,4 578 000,70%,200 000 3 004 600,"1,9‰",5 708,Ingen,
Maivegen 6,49/151/0/0,4 481 000,70%,200 000 2 936 700,"1,9‰",5 579,Ingen,
Millers Veg 3,49/152/0/0,5 804 000,70%,200 000 3 862 800,"1,9‰",7 339,Ingen,
Selbuvegen 35,49/153/0/0,5 409 000,70%,200 000 3 586 300,"1,9‰",6 813,Ingen,
Stubbvegen 7A,49/154/0/0,6 081 000,70%,400 000 3 856 700,"1,9‰",7 327,Ingen,
Millers Veg 20A,49/155/0/0,2 564 000,70%,400 000 1 394 800,"1,9‰",2 650,Ingen,
Selbuvegen 28,49/156/0/0,4 111 000,70%,200 000 2 677 700,"1,9‰",5 087,Ingen,
Motrøvegen 5,49/157/0/0,5 890 000,70%,400 000 3 723 000,"1,9‰",7 073,Ingen,
Selbuvegen 30,49/159/0/0,4 484 000,70%,400 000 2 738 800,"1,9‰",5 203,Ingen,
Selbuvegen 30A,49/161/0/0,3 096 000,70%,200 000 1 967 200,"1,9‰",3 737,Ingen,
Pålsvegen 5,49/162/0/0,2 891 000,70%,400 000 1 623 700,"1,9‰",3 085,Ingen,
Selbuvegen 22,49/163/0/0,4 649 000,70%,200 000 3 054 300,"1,9‰",5 803,Ingen,
Selbuvegen 37,49/165/0/0,4 286 000,70%,400 000 2 600 200,"1,9‰",4 940,Ingen,
Millers Veg 24,49/167/0/0,4 955 000,70%,200 000 3 268 500,"1,9‰",6 210,Ingen,
Millers Veg 26,49/168/0/0,5 975 000,70%,200 000 3 982 500,"1,9‰",7 566,Ingen,
Selbuvegen 49,49/171/0/0,3 096 000,70%,200 000 1 967 200,"1,9‰",3 737,Ingen,
Gammelløfta 18,49/172/0/0,5 453 000,70%,400 000 3 417 100,"1,9‰",6 492,Ingen,
Selbuvegen 69,49/173/0/0,3 933 000,70%,200 000 2 553 100,"1,9‰",4 850,Ingen,
Selbuvegen 65,49/174/0/0,4 384 000,70%,200 000 2 868 800,"1,9‰",5 450,Ingen,
Selbuvegen 16,49/175/0/0,4 626 000,70%,200 000 3 038 200,"1,9‰",5 772,Ingen,
Fjeldmo 2 0,49/176/0/0,65 000,100%,0 65 000,"1,9‰",123,Ingen,
Selbuvegen 59,49/177/0/0,4 035 000,70%,200 000 2 624 500,"1,9‰",4 986,Ingen,
Storbergvegen 12,49/178/0/0,5 652 000,70%,200 000 3 756 400,"1,9‰",7 137,Ingen,
Selbuvegen 73,49/180/0/0,3 665 000,70%,200 000 2 365 500,"1,9‰",4 494,Ingen,
Selbuvegen 57,49/181/0/0,5 409 000,70%,200 000 3 586 300,"1,9‰",6 813,Ingen,
Selbuvegen 31,49/183/0/0,4 330 000,70%,400 000 2 631 000,"1,9‰",4 998,Ingen,
Selbuvegen 52,49/185/0/0,2 498 000,70%,200 000 1 548 600,"1,9‰",2 942,Ingen,
Millers Veg 2,49/188/0/0,5 116 000,70%,200 000 3 381 200,"1,9‰",6 424,Ingen,
Selbuvegen 32,49/189/0/0,3 237 000,70%,200 000 2 065 900,"1,9‰",3 925,Ingen,
Djupvasskaia 0,49/195/0/0,10 297 000,100%,0 10 297 000,4‰,41 188,Ingen,
Selbuvegen 32A,49/198/0/0,4 408 000,70%,200 000 2 885 600,"1,9‰",5 482,Ingen,
Selbuvegen 53,49/199/0/0,4 236 000,70%,200 000 2 765 200,"1,9‰",5 253,Ingen,
MILLERS VEG 22,49/200/0/0,4 086 000,70%,200 000 2 660 200,"1,9‰",5 054,Ingen,
Hommelvik 0,49/202/0/0,9 941 000,100%,0 9 941 000,4‰,39 764,Ingen,
Gammelløfta 6,49/203/0/0,3 400 000,70%,200 000 2 180 000,"1,9‰",4 142,Ingen,
Skolesletta 1 0,49/205/0/0,112 000,100%,0 112 000,"1,9‰",212,Ingen,
Malvikvegen 1233A,49/211/0/0,5 458 000,100%,0 5 458 000,4‰,21 832,Ingen,
Malvikvegen 1233A,49/211/0/1,4 200 000,70%,200 000 2 740 000,"1,9‰",5 206,Ingen,
Malvikvegen 1233A,49/211/0/5,4 800 000,70%,200 000 3 160 000,"1,9‰",6 004,Ingen,
Selbuvegen 36,49/215/0/0,4 815 000,70%,200 000 3 170 500,"1,9‰",6 023,Ingen,
Selbuvegen 26,49/220/0/0,3 650 000,70%,200 000 2 355 000,"1,9‰",4 474,Ingen,
Selbuvegen 55,49/222/0/0,3 984 000,70%,200 000 2 588 800,"1,9‰",4 918,Ingen,
Gammelløfta 11,49/225/0/0,2 090 000,70%,400 000 1 063 000,"1,9‰",2 019,Ingen,
Selbuvegen 75,49/227/0/0,3 279 000,70%,200 000 2 095 300,"1,9‰",3 981,Ingen,
Pålsvegen 1,49/230/0/0,2 795 000,70%,200 000 1 756 500,"1,9‰",3 337,Ingen,
Pålsvegen 3,49/231/0/0,4 928 000,70%,400 000 3 049 600,"1,9‰",5 794,Ingen,
Storbergvegen 1,49/232/0/0,4 010 000,70%,200 000 2 607 000,"1,9‰",4 953,Ingen,
Selbuvegen 38,49/233/0/0,4 791 000,70%,200 000 3 153 700,"1,9‰",5 992,Ingen,
Malvikvegen 1301,49/235/0/0,1 758 000,70%,200 000 1 030 600,"1,9‰",1 958,Ingen,
Bjønnstien 3,49/236/0/0,4 290 000,70%,200 000 2 803 000,"1,9‰",5 325,Ingen,
Bjønnstien 4,49/237/0/0,4 310 000,70%,200 000 2 817 000,"1,9‰",5 352,Ingen,
Selbuvegen 71,49/238/0/0,2 947 000,70%,200 000 1 862 900,"1,9‰",3 539,Ingen,
Selbuvegen 56,49/239/0/0,3 512 000,70%,200 000 2 258 400,"1,9‰",4 290,Ingen,
Selbuvegen 41,49/242/0/0,4 932 000,70%,200 000 3 252 400,"1,9‰",6 179,Ingen,
Selbuvegen 40,49/243/0/0,4 838 000,70%,400 000 2 986 600,"1,9‰",5 674,Ingen,
Selbuvegen 34,49/244/0/0,4 136 000,70%,200 000 2 695 200,"1,9‰",5 120,Ingen,
Movegen 6,49/245/0/0,5 184 000,70%,200 000 3 428 800,"1,9‰",6 514,Ingen,
Modalen 1,49/250/0/0,4 357 000,70%,200 000 2 849 900,"1,9‰",5 414,Ingen,
Pålsvegen 4,49/251/0/0,3 351 000,70%,200 000 2 145 700,"1,9‰",4 076,Ingen,
Pålsvegen 2,49/252/0/0,3 665 000,70%,200 000 2 365 500,"1,9‰",4 494,Ingen,
Selbuvegen 63,49/253/0/0,5 139 000,70%,400 000 3 197 300,"1,9‰",6 074,Ingen,
Storbergvegen 23,49/255/0/0,4 815 000,70%,200 000 3 170 500,"1,9‰",6 023,Ingen,
Storbergvegen 5,49/256/0/0,3 984 000,70%,200 000 2 588 800,"1,9‰",4 918,Ingen,
Storbergvegen 19,49/257/0/0,5 952 000,70%,200 000 3 966 400,"1,9‰",7 536,Ingen,
Storbergvegen 17,49/258/0/0,4 578 000,70%,200 000 3 004 600,"1,9‰",5 708,Ingen,
Storbergvegen 15,49/259/0/0,4 554 000,70%,200 000 2 987 800,"1,9‰",5 676,Ingen,
Storbergvegen 11,49/260/0/0,4 908 000,70%,200 000 3 235 600,"1,9‰",6 147,Ingen,
Storbergvegen 9,49/261/0/0,4 697 000,70%,200 000 3 087 900,"1,9‰",5 867,Ingen,
Storbergvegen 7,49/262/0/0,4 955 000,70%,200 000 3 268 500,"1,9‰",6 210,Ingen,
Storbergvegen 21,49/263/0/0,4 838 000,70%,200 000 3 186 600,"1,9‰",6 054,Ingen,
Storbergvegen 3,49/264/0/0,4 862 000,70%,200 000 3 203 400,"1,9‰",6 086,Ingen,
Storbergvegen 14,49/265/0/0,6 102 000,70%,400 000 3 871 400,"1,9‰",7 355,Ingen,
Markavegen 7,49/266/0/0,5 890 000,70%,200 000 3 923 000,"1,9‰",7 453,Ingen,
Markavegen 7B,49/267/0/0,4 908 000,70%,200 000 3 235 600,"1,9‰",6 147,Ingen,
Pålsvegen 6,49/269/0/0,4 538 000,70%,200 000 2 976 600,"1,9‰",5 655,Ingen,
Storbergvegen 16,49/272/0/0,4 721 000,70%,200 000 3 104 700,"1,9‰",5 898,Ingen,
Selbuvegen 42,49/273/0/0,3 431 000,70%,200 000 2 201 700,"1,9‰",4 183,Ingen,
Pålsvegen 8,49/274/0/0,3 985 000,70%,200 000 2 589 500,"1,9‰",4 920,Ingen,
Motrøvegen 3B,49/277/0/0,4 065 000,70%,200 000 2 645 500,"1,9‰",5 026,Ingen,
Åsbergvegen 7,49/279/0/0,3 170 000,70%,200 000 2 019 000,"1,9‰",3 836,Ingen,
Åsbergvegen 5,49/280/0/0,3 261 000,70%,200 000 2 082 700,"1,9‰",3 957,Ingen,
Bjønnstien 2,49/281/0/0,2 412 000,70%,200 000 1 488 400,"1,9‰",2 827,Ingen,
Bjønnstien 1,49/282/0/0,3 237 000,70%,200 000 2 065 900,"1,9‰",3 925,Ingen,
Selbuvegen 44,49/283/0/0,3 778 000,70%,200 000 2 444 600,"1,9‰",4 644,Ingen,
Selbuvegen 51,49/285/0/0,2 338 000,70%,200 000 1 436 600,"1,9‰",2 729,Ingen,
Millers Veg 28,49/288/0/0,5 229 000,70%,200 000 3 460 300,"1,9‰",6 574,Ingen,
Motrøvegen 13,49/289/0/0,4 978 000,70%,200 000 3 284 600,"1,9‰",6 240,Ingen,
Motrøvegen 11,49/290/0/0,4 506 000,70%,200 000 2 954 200,"1,9‰",5 612,Ingen,
Selbuvegen 42B,49/292/0/0,4 602 000,70%,200 000 3 021 400,"1,9‰",5 740,Ingen,
Movegen 9,49/298/0/0,2 060 000,70%,200 000 1 242 000,"1,9‰",2 359,Ingen,
Movegen 11A,49/299/0/1,3 226 000,70%,200 000 2 058 200,"1,9‰",3 910,Ingen,
Movegen 13A,49/299/0/2,2 736 000,70%,200 000 1 715 200,"1,9‰",3 258,Ingen,
Movegen 11B,49/299/0/3,4 248 000,70%,200 000 2 773 600,"1,9‰",5 269,Ingen,
Movegen 13B,49/299/0/4,3 668 000,70%,200 000 2 367 600,"1,9‰",4 498,Ingen,
Movegen 17A,49/300/0/1,3 097 000,70%,200 000 1 967 900,"1,9‰",3 739,Ingen,
Movegen 15A,49/300/0/2,2 934 000,70%,200 000 1 853 800,"1,9‰",3 522,Ingen,
Movegen 15B,49/300/0/3,4 397 000,70%,200 000 2 877 900,"1,9‰",5 468,Ingen,
Movegen 17B,49/300/0/4,4 127 000,70%,200 000 2 688 900,"1,9‰",5 108,Ingen,
Movegen 19A,49/301/0/1,2 967 000,70%,200 000 1 876 900,"1,9‰",3 566,Ingen,
Movegen 19B,49/301/0/2,4 127 000,70%,200 000 2 688 900,"1,9‰",5 108,Ingen,
Movegen 21A,49/301/0/3,2 967 000,70%,200 000 1 876 900,"1,9‰",3 566,Ingen,
Movegen 21B,49/301/0/4,4 127 000,70%,200 000 2 688 900,"1,9‰",5 108,Ingen,
Movegen 23A,49/302/0/1,2 967 000,70%,200 000 1 876 900,"1,9‰",3 566,Ingen,
Movegen 23B,49/302/0/2,4 486 000,70%,200 000 2 940 200,"1,9‰",5 586,Ingen,
Movegen 25A,49/302/0/3,3 032 000,70%,200 000 1 922 400,"1,9‰",3 652,Ingen,
Movegen 25B,49/302/0/4,3 040 000,70%,200 000 1 928 000,"1,9‰",3 663,Ingen,
Markavegen 9,49/307/0/0,4 286 000,70%,200 000 2 800 200,"1,9‰",5 320,Ingen,
Selbuvegen 26A,49/309/0/0,6 102 000,70%,400 000 3 871 400,"1,9‰",7 355,Ingen,
Pålsvegen 7,49/312/0/0,1 730 000,70%,200 000 1 011 000,"1,9‰",1 920,Ingen,
Modalen 8,49/313/0/0,6 331 000,70%,200 000 4 231 700,"1,9‰",8 040,Ingen,
Modalen 6,49/314/0/0,5 034 000,70%,200 000 3 323 800,"1,9‰",6 315,Ingen,
Malvikvegen 1237,49/315/0/0,1 742 000,100%,0 1 742 000,4‰,6 968,Ingen,
Selbuvegen 32C,49/323/0/0,7 516 000,70%,400 000 4 861 200,"1,9‰",9 236,Ingen,
Malvikvegen 1328,51/1/0/0,5 541 000,100%,0 5 541 000,4‰,22 164,Ingen,
Moheim 0,52/1/0/0,192 000,100%,0 192 000,"1,9‰",364,Ingen,
Selbuvegen 3,52/2/0/0,136 000,100%,0 136 000,4‰,544,Ingen,
Selbuvegen 3,52/2/0/0,4 685 000,70%,200 000 3 079 500,"1,9‰",5 851,Ingen,
Malvikvegen 1323,52/5/0/0,6 187 000,70%,200 000 4 130 900,"1,9‰",7 848,Ingen,
Gammelløfta 5,52/7/0/0,3 485 000,70%,200 000 2 239 500,"1,9‰",4 255,Ingen,
Selbuvegen 1,52/8/0/0,881 000,100%,0 881 000,4‰,3 524,Ingen,
Selbuvegen 1,52/8/0/0,2 293 000,70%,200 000 1 405 100,"1,9‰",2 669,Ingen,
Malvikvegen 1325A,52/9/0/1,4 078 000,70%,200 000 2 654 600,"1,9‰",5 043,Ingen,
Malvikvegen 1325B,52/9/0/2,1 642 000,70%,200 000 949 400,"1,9‰",1 803,Ingen,
Gammelløfta 3,52/10/0/0,3 710 000,70%,400 000 2 197 000,"1,9‰",4 174,Ingen,
Gammelløfta 1,52/11/0/0,4 111 000,70%,200 000 2 677 700,"1,9‰",5 087,Ingen,
Malvikvegen 1335,53/1/0/0,22 572 000,100%,0 22 572 000,4‰,90 288,Ingen,
Malvikvegen 1503,54/1/0/0,2 499 000,70%,200 000 1 549 300,"1,9‰",2 943,,
Steinaldervegen 1,54/2/0/0,5 451 000,70%,200 000 3 615 700,"1,9‰",6 869,,
Havnevegen 3,54/10/0/0,1 699 000,70%,200 000 989 300,"1,9‰",1 879,Ingen,
Nygårds Alle 13,54/11/0/0,4 991 000,70%,600 000 2 893 700,"1,9‰",5 498,Ingen,
Steinaldervegen 14A,54/12/0/0,4 744 000,70%,200 000 3 120 800,"1,9‰",5 929,Ingen,
Holmenkollvegen 1,54/13/0/0,4 161 000,70%,200 000 2 712 700,"1,9‰",5 154,Ingen,
Grønli 1 0,54/17/0/0,3 984 000,70%,200 000 2 588 800,"1,9‰",4 918,Ingen,
Liavegen 67,54/18/0/0,2 296 000,70%,200 000 1 407 200,"1,9‰",2 673,Ingen,
Øvre Solbakken 2,54/19/0/0,5 856 000,70%,200 000 3 899 200,"1,9‰",7 408,Ingen,
Holmenkollvegen 4,54/20/0/0,4 408 000,70%,200 000 2 885 600,"1,9‰",5 482,Ingen,
Sveianvegen 4A,54/23/0/1,3 330 000,70%,200 000 2 131 000,"1,9‰",4 048,Ingen,
Sveianvegen 4A,54/23/0/2,3 346 000,70%,200 000 2 142 200,"1,9‰",4 070,Ingen,
Holmenkollvegen 12,54/24/0/0,4 739 000,70%,200 000 3 117 300,"1,9‰",5 922,Ingen,
Liavegen 34,54/25/0/0,4 506 000,70%,200 000 2 954 200,"1,9‰",5 612,Ingen,
Nygårdsvegen 13,54/26/0/0,5 184 000,70%,200 000 3 428 800,"1,9‰",6 514,Ingen,
Steinaldervegen 6,54/28/0/0,3 725 000,70%,200 000 2 407 500,"1,9‰",4 574,Ingen,
Steinaldervegen 4,54/29/0/0,5 695 000,70%,200 000 3 786 500,"1,9‰",7 194,Ingen,
Holmenkollvegen 14,54/31/0/0,6 102 000,70%,400 000 3 871 400,"1,9‰",7 355,Ingen,
Liavegen 73,54/34/0/0,5 830 000,70%,200 000 3 881 000,"1,9‰",7 373,Ingen,
Øvre Solbakken 10,54/35/0/0,5 264 000,70%,400 000 3 284 800,"1,9‰",6 241,Ingen,
Holmenkollvegen 18,54/40/0/0,4 111 000,70%,200 000 2 677 700,"1,9‰",5 087,Ingen,
Liavegen 93,54/41/0/0,3 431 000,70%,200 000 2 201 700,"1,9‰",4 183,Ingen,
Liavegen 87,54/42/0/0,5 695 000,70%,200 000 3 786 500,"1,9‰",7 194,Ingen,
Nygårdsvegen 15,54/44/0/0,3 512 000,70%,200 000 2 258 400,"1,9‰",4 290,Ingen,
